Project,Segment,ClassName,CBO,DIT,ILCOM,LOC,LOD,NOM
JAVA-ISDS,17,DataBoxWithDetails,2,1,2,42,0.8333333333,5
JAVA-ISDS,17,FileAttachmentStorer,4,1,1,35,0.6666666667,2
JAVA-ISDS,17,Attachment,3,0,2,97,0.3636363636,10
JAVA-ISDS,17,Main,12,0,0,69,0.75,3
JAVA-ISDS,17,DownloadAllMessagesTest,8,0,1,55,0.6666666667,2
JAVA-ISDS,17,BasicTest,0,0,0,6,0,0
JAVA-ISDS,17,SelectionListener,1,0,1,15,1,1
JAVA-ISDS,17,MessageViewer,11,0,2,275,0.6666666667,8
JAVA-ISDS,17,Config,2,0,2,89,0.8,4
JAVA-ISDS,17,DownloadThread,3,0,1,18,1,1
JAVA-ISDS,17,Downloader,8,0,1,68,0.6666666667,2
JAVA-ISDS,17,XMLUtils,0,0,0,38,0.75,3
JAVA-ISDS,17,BasicAuthentication,3,1,1,39,0.3333333333,2
JAVA-ISDS,17,Main,20,0,0,66,0.6666666667,2
JAVA-ISDS,17,ServiceBuilder,0,0,0,25,0.75,3
JAVA-ISDS,17,Status,0,0,2,39,0.25,3
JAVA-ISDS,17,UserInfo,0,0,19,230,1,38
ANDROID-STOPWATCH,18,GetTime,0,0,0,7,0.5,1
ANDROID-STOPWATCH,18,Stopwatch,2,0,1,107,0.125,7
ANDROID-STOPWATCH,18,LocalBinder,1,0,0,5,1,1
ANDROID-STOPWATCH,18,StopwatchActivity,1,0,2,139,1,12
ANDROID-STOPWATCH,18,StopwatchService,3,0,3,176,0.9411764706,16
ERJANG,18,EObjectIteratorTest,8,0,0,183,1,9
ERJANG,18,AbstractTestCaseWithoutErlangNodeAccess,3,1,1,69,0.8,4
ERJANG,18,ETuple,14,1,3,601,0.9444444444,35
ERJANG,18,LocalFunID,3,1,0,20,1,0
ERJANG,18,TestUtil,2,0,1,107,0.9,9
ERJANG,18,PropertyTestCase,2,2,0,26,0.5,1
ERJANG,18,ModuleInfo,19,0,1,255,0.4210526316,18
ERJANG,18,TraceHandler,20,1,1,84,1,3
ERJANG,18,EFun,14,1,1,178,0.6,19
ERJANG,18,AllTests,6,0,0,114,0.8333333333,5
ERJANG,18,TestCaseWithErlangNodeAccess,6,1,2,75,0.8,4
ERJANG,18,EInternalPort,11,3,1,162,0.7619047619,20
ERJANG,18,FunctionInfo,12,0,3,226,0.7142857143,13
ERJANG,18,EModuleManager,18,0,1,795,0.7,19
ERJANG,18,ENTest,4,0,1,66,0.8571428571,6
ERJANG,18,Lock,0,0,0,3,1,0
ERJANG,18,EHandle,7,1,2,127,0.375,15
ERJANG,18,EPseudoTerm,3,1,0,22,0.75,3
ERJANG,18,Progress,2,0,1,38,1,3
ERJANG,18,EObjectIterator,3,0,1,52,1,3
ERJANG,18,WO,0,0,1,42,1,2
ERJANG,18,WeakHashSet,1,0,1,158,0.8888888889,8
ERJANG,18,NIF,9,0,1,110,0.8666666667,14
ERJANG,18,ProgressListener,0,0,0,3,1,1
ERJANG,18,ErlangHalt,0,0,0,4,0,0
ERJANG,18,ErlangExit,6,1,1,35,0.6666666667,2
ERJANG,18,ErlangThrow,3,1,0,19,0.6666666667,2
ERJANG,18,RPCSample,7,0,1,66,1,1
ERJANG,18,EDouble,13,2,1,270,0.9756097561,40
ERJANG,18,ErlangOrderComparator,2,1,0,8,0.5,1
ERJANG,18,ValueComparator,1,0,0,3,1,1
ERJANG,18,LazyInetSocket,10,1,1,423,0.9032258065,30
ERJANG,18,EAbstractNode,15,0,9,381,0.6,19
ERJANG,18,InetServerSocket,4,1,1,125,1,20
ERJANG,18,SimpleFileAsync,5,2,0,51,0.75,3
ERJANG,18,OTPMain,18,0,1,119,0.5714285714,6
ERJANG,18,EObject,40,0,0,492,0.8474576271,117
ERJANG,18,ExceptionAsObject,5,2,0,22,0.8,4
ERJANG,18,InetSocket,7,0,0,176,1,37
ERJANG,18,Info,1,0,0,17,0,0
ERJANG,18,Time,0,0,0,8,1,0
ERJANG,18,InetClientSocket,3,1,1,147,1,26
ERJANG,18,InetDatagramSocket,5,1,1,89,1,15
ERJANG,18,LabeledBlock,90,1,1,2364,0.9,49
ERJANG,18,PosixIOException,1,0,0,11,1,0
ERJANG,18,WriteAsync,5,2,2,135,0.5,3
ERJANG,18,BARR,1,0,0,5,1,1
ERJANG,18,ExceptionTuple,7,2,1,58,0.9,9
ERJANG,18,EFile,18,2,10,2208,0.7575757576,32
ERJANG,18,Native,8,1,0,36,1,1
ERJANG,18,ErlangException,17,0,3,382,0.6,14
ERJANG,18,ErjangHibernateException,0,0,0,6,1,0
ERJANG,18,CharArrayConverter,1,0,0,7,1,2
ERJANG,18,Driver,6,1,0,32,0.8333333333,5
ERJANG,18,ETuple2,2,2,1,75,1,8
ERJANG,18,Posix,0,0,1,84,0.5,3
ERJANG,18,Native,15,1,3,139,1,6
ERJANG,18,FV,16,2,2,2673,1,21
ERJANG,18,Native,10,1,1,56,1,2
ERJANG,18,MBox,2,2,1,25,1,4
ERJANG,18,EExecDriverTask,12,2,2,160,0.8333333333,5
ERJANG,18,BeamTypeAnalysis,26,2,3,2753,0.75,7
ERJANG,18,Native,10,1,1,44,1,4
ERJANG,18,EAsync,0,0,0,17,0,2
ERJANG,18,ESpawnDriverTask,5,2,1,24,0.5,1
ERJANG,18,EProc,33,0,4,761,0.7575757576,32
ERJANG,18,XRegMarker,0,0,0,3,1,1
ERJANG,18,Drivers,4,0,1,22,0.75,3
ERJANG,18,ETimerTask,5,1,1,112,0.6,9
ERJANG,18,EBitStringBuilder,11,0,1,454,0.7826086957,22
ERJANG,18,ExecDriverInstance,13,2,1,392,0.9285714286,13
ERJANG,18,ESeq,6,2,0,178,0.6470588235,16
ERJANG,18,RPC,9,0,1,52,1,5
ERJANG,18,EResource,1,2,1,32,1,7
ERJANG,18,ErlangUndefined,6,2,1,49,0.6666666667,2
ERJANG,18,ETuple4,2,2,1,80,1,8
ERJANG,18,TraceFlags,6,0,1,56,1,2
ERJANG,18,Options,15,0,2,359,1,7
ERJANG,18,ErlBif,40,0,8,2274,0.9915611814,236
ERJANG,18,TypeMap,6,0,2,413,1,35
ERJANG,18,Ambiguous,2,2,1,56,1,5
ERJANG,18,NullOutputStream,0,0,0,14,1,3
ERJANG,18,NullInputStream,0,0,0,6,1,1
ERJANG,18,ErlList,7,0,0,85,0.75,3
ERJANG,18,ExceptionHandler,3,1,1,145,1,13
ERJANG,18,EMap,12,1,1,347,0.9333333333,29
ERJANG,18,BasicBlock,1,0,2,64,1,7
ERJANG,18,Native,19,1,2,760,1,8
ERJANG,18,EPort,10,2,1,97,0.8,14
ERJANG,18,ECompiledRE,7,3,1,60,0.75,3
ERJANG,18,EDriverTask,33,1,3,757,0.65,39
ERJANG,18,Native,10,1,0,64,1,3
ERJANG,18,ErlPort,22,0,3,354,0.9333333333,14
ERJANG,18,BIFHandler,5,0,1,98,0.8333333333,5
ERJANG,18,LockingDriverInstance,8,1,1,181,0.9375,15
ERJANG,18,Native,12,1,1,152,0.375,7
ERJANG,18,Args,5,0,1,141,0.8571428571,6
ERJANG,18,BIFUtil,12,0,2,413,0.7,9
ERJANG,18,Native,6,1,0,9,1,1
ERJANG,18,ModuleVisitor,3,0,0,25,0.25,7
ERJANG,18,FunctionVisitor2,1,1,0,9,0.5,1
ERJANG,18,ErlDist,23,0,3,260,0.8461538462,12
ERJANG,18,Native,12,1,0,13,0.5,1
ERJANG,18,SymbolicBeamFileData,11,1,3,111,1,5
ERJANG,18,Native,6,1,0,175,0.9473684211,18
ERJANG,18,ExtFunc,5,1,1,37,0.5,1
ERJANG,18,Native,7,1,0,102,1,13
ERJANG,18,OtpConverter,2,0,1,91,0.6666666667,2
ERJANG,18,Converter,1,0,0,3,1,1
ERJANG,18,JarClassRepo,1,1,1,37,0.6666666667,2
ERJANG,18,EDriverInstance,25,1,6,512,0.8,44
ERJANG,18,DirClassRepo,1,1,1,38,0.6666666667,2
ERJANG,18,BeamLoader,1,0,0,12,0.6666666667,2
ERJANG,18,BeamExceptionHandler,0,0,0,4,1,2
ERJANG,18,BeamFunction,1,0,0,21,1,9
ERJANG,18,EInputStream,21,0,2,1251,0.2549019608,50
ERJANG,18,EFunMaker,3,0,0,5,1,1
ERJANG,18,Native,14,1,1,227,1,10
ERJANG,18,SelectMsg,3,0,0,4,1,0
ERJANG,18,NIOSelector,5,0,1,240,0.7,9
ERJANG,18,BlockVisitor2,8,1,0,194,0.488372093,42
ERJANG,18,ERT,54,0,22,1430,0.7787610619,112
ERJANG,18,BARR2,1,0,0,5,1,1
ERJANG,18,Native,11,1,0,102,1,3
ERJANG,18,ECompiledModule,7,1,0,63,1,2
ERJANG,18,JavaCharSeq,9,3,1,56,0.875,7
ERJANG,18,RamClassRepo,1,1,1,37,0.8,4
ERJANG,18,ErjC,5,0,0,23,0.5,1
ERJANG,18,BlockVisitor,1,0,0,6,1,2
ERJANG,18,BARR,0,0,0,5,1,1
ERJANG,18,IO,5,0,1,230,0.4545454545,10
ERJANG,18,ErlangBeamDisLoader,8,1,4,100,1,6
ERJANG,18,EFDDriverTask,5,2,0,24,0.5,1
ERJANG,18,EList,7,3,1,151,0.9090909091,10
ERJANG,18,EDriver,2,0,0,25,0.5,5
ERJANG,18,FDDriver,4,1,0,31,1,5
ERJANG,18,ErlProc,31,0,4,746,0.9705882353,33
ERJANG,18,NIOHandler,0,0,0,27,0,3
ERJANG,18,ExecDriver,5,1,0,36,1,5
ERJANG,18,BuiltInFunction,0,0,4,88,0.4,9
ERJANG,18,EPortControl,1,2,0,21,0.5,3
ERJANG,18,BeamInstruction,1,0,0,5,1,1
ERJANG,18,Mapper,1,0,0,3,1,1
ERJANG,18,EDriverControl,7,0,0,124,0.25,15
ERJANG,18,Arg,2,0,1,71,0.6666666667,2
ERJANG,18,BeamFileData,1,0,0,3,1,1
ERJANG,18,ErlHash,6,0,1,110,0.5,7
ERJANG,18,EPeer,17,1,1,568,0.8571428571,20
ERJANG,18,Native,8,1,1,40,1,5
ERJANG,18,Native,5,1,0,10,0.5,1
ERJANG,18,EClassEFunMaker,4,1,1,34,0.5,1
ERJANG,18,Interest,1,0,1,32,0.6666666667,2
ERJANG,18,NIOChannelInfo,2,0,1,195,0,6
ERJANG,18,Native,7,1,1,124,1,7
ERJANG,18,Native,4,1,0,11,1,1
ERJANG,18,FDDriverInstance,9,2,3,167,0.9090909091,10
ERJANG,18,JavaObject,27,2,2,691,0.9259259259,26
ERJANG,18,FunInfo,1,0,4,46,1,6
ERJANG,18,ModuleAnalyzer,7,1,1,404,0.9230769231,12
ERJANG,18,ZStream,6,0,3,341,0.9591836735,48
ERJANG,18,JavaMapIterator,9,3,1,56,1,8
ERJANG,18,CodeAtoms,1,0,0,35,1,0
ERJANG,18,JavaIterator,6,3,1,38,0.8333333333,5
ERJANG,18,FunctionAdapter,2,1,1,16,1,2
ERJANG,18,ZOutputStream,6,0,2,127,0.9090909091,10
ERJANG,18,EBitString,16,1,1,747,0.7857142857,41
ERJANG,18,JavaArray,6,3,1,34,0.8,4
ERJANG,18,ModuleAdapter,4,1,1,45,0.5,7
ERJANG,18,Output,2,0,1,20,1,2
ERJANG,18,Native,10,1,0,42,0.5,1
ERJANG,18,GZIPInputStream,7,1,0,113,1,7
ERJANG,18,Native,3,1,1,11,1,1
ERJANG,18,Native,4,1,1,11,1,1
ERJANG,18,TTYTextAreaDriverControl,11,2,6,438,1,19
ERJANG,18,Native,20,1,3,450,0.1428571429,27
ERJANG,18,Seq,5,3,0,29,0.8333333333,5
ERJANG,18,CRC32,1,1,2,143,1,9
ERJANG,18,TTYTextAreaDriver,5,1,2,47,1,5
ERJANG,18,EUtil,4,0,2,222,0.5384615385,12
ERJANG,18,GZIPOutputStream,7,1,0,58,1,6
ERJANG,18,ZStreamException,0,0,0,8,1,0
ERJANG,18,EXHandler,1,0,0,6,0,0
ERJANG,18,AngledLinesWindowsCornerIcon,0,0,3,37,1,3
ERJANG,18,PacketServer,2,0,1,118,0.8571428571,6
ERJANG,18,WithMap,2,0,1,16,1,3
ERJANG,18,PrependableBytes,0,0,1,51,1,3
ERJANG,18,EStringList,17,3,1,332,0.9473684211,18
ERJANG,18,ZInputStream,5,0,2,94,0.8888888889,8
ERJANG,18,StatusBar,3,0,1,71,1,2
ERJANG,18,EPMDServer,3,1,1,49,1,4
ERJANG,18,NodeInfo,0,0,0,15,1,0
ERJANG,18,ENumber,9,1,0,45,1,11
ERJANG,18,ERLConsole,3,0,1,97,1,2
ERJANG,18,EExternal,0,0,0,94,0,0
ERJANG,18,ETable,22,1,3,408,0.8709677419,30
ERJANG,18,EKeyAbsent,3,2,0,13,1,2
ERJANG,18,PacketConnection,1,1,2,254,0.6923076923,12
ERJANG,18,EInternalPID,11,3,3,186,0.7916666667,23
ERJANG,18,TraceState,3,0,0,8,1,0
ERJANG,18,EExternalPID,6,3,3,101,0.9444444444,17
ERJANG,18,Lambda,2,0,0,22,1,0
ERJANG,18,Tree,2,0,2,330,1,5
ERJANG,18,MatchVariable,13,2,1,105,1,10
ERJANG,18,EPMDConnection,3,2,1,202,1,3
ERJANG,18,Connection,0,0,0,10,1,1
ERJANG,18,AnyPattern,11,2,0,42,1,10
ERJANG,18,ConsPattern,6,2,1,17,1,2
ERJANG,18,NilPattern,4,2,0,10,1,2
ERJANG,18,TuplePattern,6,2,1,31,1,2
ERJANG,18,TupleArityLabel,0,0,1,20,0.5,1
ERJANG,18,ETask,11,0,6,534,0.5476190476,41
ERJANG,18,EFunHandler,2,0,0,6,0.5,1
ERJANG,18,ParseContext,2,0,2,27,0.6,4
ERJANG,18,Case,2,0,1,35,1,2
ERJANG,18,EModuleClassLoader,6,0,1,82,0.5,1
ERJANG,18,ZLibDriver,13,2,1,320,1,10
ERJANG,18,EFunCG,13,0,2,646,0.88,24
ERJANG,18,Driver,5,1,0,28,1,5
ERJANG,18,GuardCall,13,1,1,116,0.6666666667,2
ERJANG,18,EPID,15,2,1,130,0.7368421053,18
ERJANG,18,MatchFunction,6,0,1,57,0,1
ERJANG,18,MatchVarExpr,6,1,1,44,0.5,1
ERJANG,18,ELazySeq,3,3,1,53,0.7777777778,8
ERJANG,18,ConstantExpr,3,1,1,13,1,1
ERJANG,18,ConsConstruct,6,1,1,16,1,1
ERJANG,18,TupleConstruct,6,1,1,22,1,1
ERJANG,18,CommandLineParser,1,0,0,150,0.7142857143,6
ERJANG,18,FReg,5,3,2,19,1,3
ERJANG,18,ELocalNode,8,1,2,104,0.8333333333,5
ERJANG,18,YReg,5,3,2,21,1,4
ERJANG,18,TCPINetCallbacks,18,0,4,165,1,8
ERJANG,18,XReg,5,3,2,19,1,3
ERJANG,18,Label,5,1,1,25,1,4
ERJANG,18,Driver,6,1,0,28,1,5
ERJANG,18,TableLiteral,4,3,1,14,1,3
ERJANG,18,ByteString,5,3,1,16,1,3
ERJANG,18,InfTree,1,0,1,482,1,5
ERJANG,18,BitString,3,3,1,16,1,3
ERJANG,18,PacketCallbacks,3,0,0,13,1,5
ERJANG,18,Atom,5,3,1,23,1,6
ERJANG,18,ActionCall,18,1,1,152,1,3
ERJANG,18,PacketHttpURI,1,0,0,23,1,0
ERJANG,18,Expr,2,0,0,11,0.5,1
ERJANG,18,AllocList,7,1,1,36,1,3
ERJANG,18,EqualsPattern,12,2,1,53,0.9090909091,10
ERJANG,18,Pattern,1,1,0,4,1,1
ERJANG,18,SelectList,8,1,1,31,1,9
ERJANG,18,Nil,4,3,0,8,1,2
ERJANG,18,Deflater,5,1,2,135,1,12
ERJANG,18,Float,5,3,1,14,1,3
ERJANG,18,SubSequence,1,0,2,27,1,3
ERJANG,18,BigInt,5,3,1,14,1,3
ERJANG,18,Int,5,3,1,16,1,4
ERJANG,18,CodeInt,3,1,1,12,0.6666666667,2
ERJANG,18,Literal,2,2,0,5,1,2
ERJANG,18,DestinationOperand,1,2,0,6,1,2
ERJANG,18,SourceOperand,1,1,0,4,1,1
ERJANG,18,Operand,16,0,0,43,1,21
ERJANG,18,Operands,7,0,0,379,1,2
ERJANG,18,HTTPAtom,3,0,0,29,1,0
ERJANG,18,EBigString,15,3,4,437,0.8387096774,30
ERJANG,18,EMatchSpec,28,2,9,1234,0.6153846154,25
ERJANG,18,AnonFun,5,0,1,35,1,3
ERJANG,18,InflaterInputStream,4,0,1,215,1,14
ERJANG,18,CollectingException,1,0,0,7,1,0
ERJANG,18,InvalidElementException,0,0,0,2,1,0
ERJANG,18,PartialDecodingException,0,0,0,7,1,0
ERJANG,18,DecodingException,0,0,0,2,1,0
ERJANG,18,FunctionRepr,13,0,1,54,1,5
ERJANG,18,ESeq,2,0,1,54,1,8
ERJANG,18,Adler32,1,1,1,103,1,6
ERJANG,18,Checksum,0,0,0,7,1,5
ERJANG,18,CodeTables,8,0,6,33,1,9
ERJANG,18,CharCollector,6,0,1,186,0.6666666667,11
ERJANG,18,ModuleRepr,14,1,3,109,1,9
ERJANG,18,Rec,0,0,1,45,1,6
ERJANG,18,StaticTree,1,0,0,112,1,0
ERJANG,18,LineRecord,0,0,0,11,1,0
ERJANG,18,ExtFun,4,0,1,27,1,6
ERJANG,18,EIOListVisitor,5,0,0,186,1,10
ERJANG,18,EIterator,0,0,1,25,1,3
ERJANG,18,EPersistentInsertionOrderedMap,3,0,3,274,1,16
ERJANG,18,BSPrivateAppend,8,2,1,25,1,1
ERJANG,18,Return,0,0,0,4,1,0
ERJANG,18,Packet,7,0,3,669,0.9166666667,23
ERJANG,18,IntCell,0,0,1,5,1,2
ERJANG,18,BSAppend,8,2,1,30,1,1
ERJANG,18,ESeq,1,0,1,55,1,8
ERJANG,18,MapUpdate,9,2,1,29,1,1
ERJANG,18,MapQuery,7,2,1,21,1,1
ERJANG,18,Select,7,2,1,21,1,1
ERJANG,18,EIterator,0,0,1,25,1,3
ERJANG,18,EPersistentInsertionOrderedSet,1,0,2,154,1,6
ERJANG,18,GcBif,11,2,1,36,1,2
ERJANG,18,EMatchContext,4,0,1,27,1,2
ERJANG,18,Bif,10,2,1,34,1,2
ERJANG,18,ISelectContinuation,1,0,0,3,1,1
ERJANG,18,LDISIID,13,4,1,33,1,1
ERJANG,18,ELSeq,5,3,1,57,1,5
ERJANG,18,LDSII,12,4,1,23,1,1
ERJANG,18,LSIIID,9,2,1,35,1,1
ERJANG,18,LDIID,11,4,1,24,1,1
ERJANG,18,LIS,7,2,1,23,1,1
ERJANG,18,ESmall,10,3,2,447,0.9722222222,71
ERJANG,18,LSIIS,8,2,1,27,1,1
ERJANG,18,LDII,11,4,1,17,1,1
ERJANG,18,EBagCont,9,2,1,60,1,3
ERJANG,18,EInteger,4,2,0,34,0.8,9
ERJANG,18,LDBi,12,4,1,16,1,1
ERJANG,18,LSSID,9,2,1,26,1,1
ERJANG,18,LSSD,9,2,1,34,1,1
ERJANG,18,ByD,7,2,1,16,1,1
ERJANG,18,IEI,7,4,1,13,1,1
ERJANG,18,ILI,8,4,1,22,1,1
ERJANG,18,SDI,7,2,1,17,1,1
ERJANG,18,ASMBlockVisitor,32,2,1,2469,0.7076923077,64
ERJANG,18,EBinary,4,2,2,161,0.5294117647,16
ERJANG,18,SSD,6,2,1,17,1,1
ERJANG,18,SDD,6,2,1,17,1,1
ERJANG,18,LSD,7,2,1,17,1,1
ERJANG,18,Inflate,7,0,1,715,1,13
ERJANG,18,LDS,11,4,1,21,1,1
ERJANG,18,LSS,9,3,1,23,1,1
ERJANG,18,SID,7,2,1,17,1,1
ERJANG,18,ETableBag,18,2,1,525,0.8947368421,18
ERJANG,18,LDI,11,4,1,20,1,1
ERJANG,18,JZlib,3,0,1,56,1,3
ERJANG,18,IWI,6,3,1,15,1,1
ERJANG,18,Seq,5,3,0,29,0.8333333333,5
ERJANG,18,WI,5,2,1,14,1,1
ERJANG,18,ID,6,2,1,14,1,1
ERJANG,18,IE,6,3,1,12,1,1
ERJANG,18,AAI,6,2,1,21,1,2
ERJANG,18,SS,8,2,1,20,1,1
ERJANG,18,IL,7,3,1,23,1,1
ERJANG,18,II,5,3,1,12,1,1
ERJANG,18,LS,9,3,1,20,1,1
ERJANG,18,YL,5,2,1,14,1,1
ERJANG,18,EBinList,17,2,1,341,0.95,19
ERJANG,18,LD,9,3,1,25,1,1
ERJANG,18,SD,6,2,1,14,1,1
ERJANG,18,DI,6,2,1,21,1,1
ERJANG,18,By,5,2,1,13,1,1
ERJANG,18,FunID,5,0,1,79,0.8,4
ERJANG,18,Y,4,2,1,10,1,1
ERJANG,18,ErlangExitSignal,1,0,1,30,0.3333333333,2
ERJANG,18,F,5,2,1,16,1,1
ERJANG,18,ESetCont,9,2,1,51,1,3
ERJANG,18,FunWithArgs,2,0,1,26,1,2
ERJANG,18,ASMFunctionAdapter,19,2,4,2941,0.7272727273,10
ERJANG,18,L,4,2,1,10,1,1
ERJANG,18,D,5,2,1,10,1,1
ERJANG,18,S,5,2,1,10,1,1
ERJANG,18,I,4,2,1,10,1,1
ERJANG,18,Insn,7,1,2,1059,1,7
ERJANG,18,FunctionInfo,4,0,1,23,1,3
ERJANG,18,Rewriter,4,0,0,40,1,4
ERJANG,18,ELSeq,5,3,1,37,1,5
ERJANG,18,ErjangBeamDisLoader,5,1,0,18,1,2
ERJANG,18,SectionMetadata,0,0,0,8,1,0
ERJANG,18,EHash,7,0,7,251,0.8571428571,13
ERJANG,18,ETableSet,19,2,1,563,0.9473684211,18
ERJANG,18,EPair,4,2,1,79,1,7
ERJANG,18,InfCodes,2,0,1,574,1,4
ERJANG,18,GZIPException,0,0,0,8,1,0
ERJANG,18,ValuePattern,12,1,1,49,0.9,9
ERJANG,18,ConsPattern,4,1,1,17,1,1
ERJANG,18,NilPattern,4,1,0,6,1,1
ERJANG,18,TuplePattern,4,1,1,33,1,2
ERJANG,18,CompilerVisitor,49,1,3,3929,0.7857142857,27
ERJANG,18,VarPattern,12,1,1,97,0.9,9
ERJANG,18,AnyPattern,9,1,0,31,0.875,7
ERJANG,18,EPattern,14,0,3,464,0.4117647059,16
ERJANG,18,IPersistentBag,0,0,0,6,0.5,1
ERJANG,18,ErjangDetector,3,0,2,74,1,2
ERJANG,18,EBinMatchState,11,2,2,488,0.84375,31
ERJANG,18,ElemSeq,1,0,1,74,1,8
ERJANG,18,Compiler,12,0,1,202,1,5
ERJANG,18,PersistentBag,2,1,1,143,0.8571428571,6
ERJANG,18,FunctionVisitor,1,0,0,10,0.6666666667,2
ERJANG,18,BeamCodeBlock,1,0,0,9,1,3
ERJANG,18,ClassRepo,0,0,0,8,0.6666666667,2
ERJANG,18,ETermPattern,11,0,0,41,1,10
ERJANG,18,EBig,7,3,1,326,1,61
ERJANG,18,ETuple3,2,2,1,80,0.8888888889,8
ERJANG,18,ETuple0,2,2,0,40,1,8
ERJANG,18,ENode,3,2,0,21,0,2
ERJANG,18,NotImplemented,6,2,0,27,1,1
ERJANG,18,ErlangRaise,6,1,2,47,0.8,4
ERJANG,18,EModuleLoader,19,0,2,151,0.8571428571,6
ERJANG,18,ENil,8,3,1,120,1,20
ERJANG,18,FieldBinder,4,1,1,50,1,3
ERJANG,18,EN,5,0,0,37,0.8,4
ERJANG,18,EModule,12,0,0,185,0.7272727273,10
ERJANG,18,BeamLoader,84,1,1,1294,0.9285714286,41
ERJANG,18,RuntimeInfo,2,0,3,290,0.9285714286,13
ERJANG,18,TryExceptionHandler,4,3,0,12,1,1
ERJANG,18,ErlangError,7,1,1,64,0.75,3
ERJANG,18,CatchExceptionHandler,3,3,0,9,1,1
ERJANG,18,ExceptionHandlerStackElement,3,2,1,23,1,3
ERJANG,18,AsyncOp,2,0,0,24,1,0
ERJANG,18,MultiTimerData,1,0,1,15,1,1
ERJANG,18,VectorFunBinder,4,1,2,19,1,2
ERJANG,18,AsyncMultiOp,2,0,0,7,1,0
ERJANG,18,Backpatch,0,0,0,5,1,1
ERJANG,18,TCPINet,36,2,4,3276,0.9444444444,107
ERJANG,18,ArityJumpTable,0,0,0,6,1,1
ERJANG,18,Native,23,1,3,752,0.8421052632,37
ERJANG,18,ValueJumpTable,1,0,0,6,1,1
ERJANG,18,FunIDWithGuardedness,2,0,1,19,1,2
ERJANG,18,SM,0,0,0,6,1,1
ERJANG,18,FunIDWithEntry,2,1,0,8,1,0
ERJANG,18,Config,0,0,0,15,1,0
ERJANG,18,Module,2,1,2,19,1,2
ERJANG,18,Deflate,7,0,3,1718,1,45
ERJANG,18,Native,13,1,2,99,1,3
ERJANG,18,ERef,7,1,1,247,0.5263157895,18
ERJANG,18,Native,3,1,1,17,0.5,1
ERJANG,18,DistEntry,2,0,1,47,0.75,3
ERJANG,18,RamFile,13,2,1,197,0.8666666667,14
ERJANG,18,GZIPHeader,2,0,2,176,0.9230769231,12
ERJANG,18,Driver,4,1,1,34,0.8333333333,5
ERJANG,18,ErlTime,10,0,4,154,0.9230769231,12
ERJANG,18,ECons,20,1,0,229,0.9333333333,14
ERJANG,18,EOutputStream,8,0,2,886,0.2807017544,56
ERJANG,18,ELocalHandle,0,0,0,6,0,0
ERJANG,18,VM,1,0,0,4,1,0
ERJANG,18,ETuple1,2,2,1,58,1,8
ERJANG,18,Encoder,19,1,1,195,1,26
ERJANG,18,AbstractInterpreter,6,0,0,380,1,6
ERJANG,18,IOListBuilder,0,0,1,28,0.6666666667,2
ERJANG,18,DeflaterOutputStream,3,0,2,149,1,11
ERJANG,18,ENative,1,0,0,24,0,1
ERJANG,18,EContext,1,0,0,5,1,0
ERJANG,18,EJSDriverInstance,11,2,3,187,1,10
ERJANG,18,BInsn,4,1,1,20,1,2
ERJANG,18,BARR,1,0,0,5,1,1
ERJANG,18,EJSDriver,4,1,1,32,1,5
ERJANG,18,Driver,5,1,0,28,1,5
ERJANG,18,Inflater,5,1,2,132,1,12
ERJANG,18,Main,6,0,0,106,0.6666666667,2
ERJANG,18,ErjangConfig,0,0,1,76,0.9,9
ERJANG,18,SubSequence,1,0,2,27,1,3
ERJANG,18,Persister,3,0,1,44,1,3
ERJANG,18,PersistRequest,1,0,0,8,1,0
ERJANG,18,EString,18,3,4,512,0.7692307692,38
ERJANG,18,ErjangCodeCache,7,0,2,172,0.8333333333,5
ERJANG,18,GetHostDriver,7,2,2,329,1,8
ERJANG,18,ErlConvert,24,0,3,529,0.9310344828,28
ERJANG,18,TestCompileFile,2,1,0,40,0.75,3
ERJANG,18,EDist,0,0,0,44,1,0
ERJANG,18,TestClassGenerator,1,0,0,87,0.9,9
ERJANG,18,EAtom,8,1,3,233,0.8888888889,26
ERJANG,18,OutputCollectorThread,0,0,1,24,1,2
ERJANG,18,BinOps,9,0,0,85,1,10
ERJANG,18,ExitHook,1,0,0,6,0.5,1
ERJANG,18,OfflineComparisonTestCase,2,2,0,26,0.5,1
ERJANG,18,ClassPathResource,5,0,0,243,1,13
ERJANG,18,TraceOpts,7,0,0,33,1,0
ERJANG,18,FileAsync,2,1,1,35,0.6,4
ERJANG,18,AbstractErjangTestCase,3,0,1,58,0.6666666667,2
ERJANG,18,ErlFun,9,0,0,79,0.8333333333,5
ERJANG,18,FunctionBinder,2,0,0,4,1,2
ERJANG,18,InfBlocks,5,0,1,578,1,6
WELLY-NEWS,18,PublishersTagsVoter,1,1,0,8,1,1
WELLY-NEWS,18,TaggingVote,2,0,0,6,1,2
WELLY-NEWS,18,IndexModelBuilderTest,5,0,1,52,1,5
WELLY-NEWS,18,LinkCheckerController.java,0,0,0,53,1,1
WELLY-NEWS,18,TagsParameterFilter,3,1,1,33,1,1
WELLY-NEWS,18,GeneratedTaggingVote,3,1,2,21,1,2
WELLY-NEWS,18,HandTagging,5,1,4,55,1,9
WELLY-NEWS,18,SupressionController.java,0,0,0,63,1,3
WELLY-NEWS,18,SearchModelBuilderTest.java,0,0,0,73,1,4
